order_id,delivered,delivered_by,release_time,deadline,completion_time,is_late,x,y
446,1,19,56,73,63,0,0.8226857829137751,4.272430036974756
447,1,6,115,144,119,0,3.5845898309032496,2.4441398341559486
448,1,27,53,76,60,0,0.2781790291306485,0.6597216991054949
449,1,7,39,62,45,0,2.7939859949938315,3.363838561136847
450,1,1,27,50,35,0,1.2722860953380621,0.015077357955443627
451,1,6,69,101,74,0,2.118486923893126,3.5019243904858794
452,1,2,36,70,46,0,4.930686240411385,2.360356004228252
453,1,16,93,119,97,0,0.6771443324471887,3.207625000861782
454,1,5,57,102,63,0,1.8723046031913382,4.456668026092634
455,1,9,84,118,91,0,1.878227669009938,3.4136517705077067
456,1,14,22,64,32,0,3.2676704920935102,1.7388494356957511
457,1,13,28,58,38,0,2.6442126977200466,3.6392907045306404
458,1,10,92,121,96,0,4.892453413395695,2.3150195059738996
459,1,12,58,72,63,0,1.896382340168969,1.1483203339394938
460,1,25,97,117,102,0,0.942402256183712,4.376040873118637
461,1,19,113,129,120,0,3.0746160360445622,4.681189651927226
462,1,23,57,89,60,0,0.33645451444747676,2.9697207373967864
463,1,36,5,29,15,0,4.361062088931959,1.2236707560919624
464,1,18,99,113,102,0,2.6987990445371417,3.771928543736422
465,1,21,73,92,79,0,1.1708075857082845,4.581985165607835
466,1,26,84,111,90,0,1.184520173883603,4.381291610869036
467,1,44,75,115,78,0,1.502504768787098,0.3047881855338108
468,1,37,63,76,75,0,3.12996568824165,2.1360029114727173
469,1,22,100,132,106,0,4.707932049159559,3.356712623728612
470,1,9,48,67,54,0,2.081623167107223,0.7460880391258184
471,1,3,109,141,112,0,1.2048409450553703,1.1267227418995058
472,1,42,52,103,57,0,2.3151257974930544,0.2881196723277102
473,1,20,32,40,40,0,2.6499590700154285,1.9420952440373047
474,1,21,11,37,25,0,4.611130522556111,4.235666929598059
475,1,33,77,99,80,0,0.257683145570069,1.885839874806699
476,1,34,92,115,96,0,0.9408164696637766,3.8084820876860497
477,1,28,42,54,47,0,2.396971032354574,4.34736925762269
478,1,1,94,114,100,0,1.0590388602450402,0.9501184881507435
479,1,7,90,106,93,0,4.572206483877941,3.4781314285249088
480,1,34,48,76,55,0,2.7603964627390725,3.877569410318851
481,1,43,65,110,74,0,1.7962977777578786,1.307808136926763
482,1,39,60,89,66,0,0.4930411578274002,4.906592284232883
483,1,32,52,68,57,0,4.571652494487445,1.853524607156292
484,1,29,70,124,74,0,3.706261893582445,0.08109950500630236
485,1,32,25,42,35,0,3.6000596887461125,1.475961437538691
486,1,1,70,98,76,0,2.848947563520175,1.2286500818767205
487,1,25,62,109,68,0,1.6878214201825392,3.816803128331599
488,1,7,45,61,49,0,2.304144992241026,3.663861185125094
489,1,21,82,133,86,0,0.9202388643063375,4.44682264857504
490,1,18,120,157,134,0,0.16911878582345274,4.233486915913612
491,1,6,107,126,115,0,3.821694217860096,2.0619611120779635
492,1,29,64,86,71,0,3.5358478185172992,0.04570730845330884
493,1,11,78,123,81,0,3.089176179384015,3.3337736477666984
494,1,49,52,70,62,0,0.07865883434609866,2.6610624250636827
495,1,3,64,107,69,0,2.678690514619624,1.4334426826664282
496,1,15,13,64,19,0,4.030838494737145,4.54886682999383
497,1,38,67,85,78,0,0.7444874287012526,0.959660284958066
498,1,12,47,92,52,0,1.336623683383179,1.9844821124903573
499,1,25,28,43,34,0,2.8250109122398452,4.951165158198637
500,1,47,97,115,104,0,3.2686785977957653,4.291095795105936
501,1,8,7,34,13,0,1.8963201111990795,2.7635071976484764
502,1,4,55,79,63,0,0.8569178761052382,2.49929196556396
503,1,33,12,46,24,0,2.8292831397551748,4.289801566818347
504,1,26,88,138,93,0,1.1488324855050835,4.506364795122924
505,1,25,87,139,93,0,1.3554752635420098,4.620796333042832
506,1,42,118,152,123,0,2.8175493202399178,0.16450890076735947
507,1,10,96,142,101,0,4.8073459493800295,2.935180520422442
508,1,32,72,91,81,0,4.644374701266642,1.4963844479043127
509,1,30,49,68,53,0,3.3851748293834087,2.7028121550280537
510,1,46,10,34,19,0,3.9524904261707494,3.446552705919875
511,1,44,107,126,117,0,0.268482159736968,2.185441264217496
512,1,32,81,102,84,0,4.8446026360077745,1.631883234889271
513,1,46,120,138,132,0,2.4530172805539663,1.7790559885292394
514,1,21,10,32,14,0,3.3984742904407943,3.3033595375743774
515,1,30,10,28,17,0,3.990275869013733,3.5655426633919287
516,1,6,94,117,102,0,3.5583857738930833,3.1695044098152545
517,1,40,39,75,48,0,0.5327545885563056,0.025976111850150585
518,1,26,23,52,33,0,1.3488322161969324,0.6625350224709969
519,1,18,3,11,7,0,2.773700003044339,2.0402208754156876
520,1,11,110,133,114,0,2.9846227764354567,3.9221936212640376
521,1,21,92,130,95,0,2.069050348840637,3.8958455281220195
522,1,17,48,63,53,0,2.8598021537476974,0.8479146169616275
523,1,19,8,21,15,0,1.5056563268753438,2.4656197110539235
524,1,12,9,27,20,0,2.1055116988626215,2.4211565696696424
525,1,0,78,88,82,0,3.6044972622779636,2.479012183614313
526,1,1,50,72,59,0,0.6774476284033804,0.03383684712735757
527,1,41,42,71,49,0,4.020382309786912,1.647708581396301
528,1,15,41,75,49,0,4.8711268825230345,0.680622357891324
529,1,18,50,91,54,0,1.0042574435103586,1.570916405977207
530,1,46,73,96,81,0,3.674371827205932,3.1645123098420838
531,1,6,50,78,55,0,1.8802765116207354,4.082472577164565
532,1,49,23,54,36,0,0.999000243553036,4.986324628652225
533,1,5,120,149,132,0,0.1345805433766767,3.636066819042795
534,1,49,8,55,18,0,3.9884276051570176,4.156409043551806
535,1,32,38,52,43,0,3.3648882619777027,0.6958956134817018
536,1,20,9,38,14,0,3.576181956497131,3.9453838161003145
537,1,40,64,105,73,0,2.3961734988631314,2.004025486646868
538,1,28,46,76,51,0,2.7182260169373884,3.9536045852462958
539,1,8,10,21,18,0,2.684529930122939,3.1909018350542055
540,1,0,82,108,87,0,3.2880082229038283,1.7750440972424482
541,1,2,51,96,60,0,4.918041029759913,3.3873594793209283
542,1,13,1,17,11,0,4.828583888569141,2.152277719450911
543,1,22,74,91,79,0,2.553381202625223,2.5939888342467476
544,1,26,98,125,110,0,2.228892757524534,1.955670843387514
545,1,19,3,23,8,0,2.5023289080986726,1.7248369379975914
546,1,6,14,52,17,0,2.079877142628563,4.808639328399852
547,1,9,100,116,106,0,1.7416432616073763,1.7153334042181307
548,1,3,92,118,97,0,1.7415014831782327,0.4881151556285446
549,1,12,90,111,103,0,0.33587170020729584,0.22341526337660567
550,1,20,21,58,25,0,3.2398495863885683,3.38569666445442
551,1,45,42,63,48,0,2.579969509484367,2.7595514491251
552,1,47,23,39,29,0,1.1592777370570517,2.0252371814012644
553,1,2,113,129,118,0,1.9779118906405668,3.6869418477306857
554,1,19,26,36,29,0,1.9441789017785354,3.523678079798672
555,1,2,68,84,77,0,2.886739526009263,3.9975117844335486
556,1,17,85,136,91,0,0.9853713757377275,0.5697748535258096
557,1,41,49,80,58,0,4.82958199974554,1.5670205502573709
558,1,30,58,88,74,0,0.5711603666813908,1.7599246220856086
559,1,3,78,106,83,0,3.5299418047299005,1.4872241734967595
560,1,27,39,58,46,0,0.6697388482535532,0.5893082633082836
561,1,20,53,79,60,0,3.4671827085822278,2.5541243474358044
562,1,38,81,110,87,0,1.918549814188435,0.9287684964638282
563,1,35,21,46,24,0,4.653474688526226,0.8661740107429239
564,1,21,79,97,83,0,0.9354928998120132,4.20992607068274
565,1,44,24,75,31,0,4.759209752439835,2.423044597228419
566,1,4,87,112,98,0,2.5271900986533518,2.474849239332018
567,1,22,10,41,14,0,4.199459010506113,2.4434975596984283
568,1,32,35,50,38,0,3.805283092727121,1.460449547793533
569,1,34,95,121,104,0,0.8410448871828685,2.2866069363672454
570,1,42,14,31,21,0,2.7486309226902566,0.5660549764601158
571,1,2,97,123,103,0,2.710216895588149,3.7839312121872046
572,1,9,94,132,101,0,1.0927096750503673,2.1257734336859144
573,1,39,57,72,60,0,1.4885446755144682,4.996563346394539
574,1,21,99,140,105,0,2.195349516916665,4.969788421593085
575,1,3,44,95,48,0,4.053513584197051,2.939619484884053
576,1,10,17,39,20,0,3.1638531546356923,0.829908088451296
577,1,8,68,81,73,0,4.027202466851392,2.8503717240249915
578,1,34,37,63,43,0,1.6182680792734083,3.520268808775943
579,1,37,12,32,19,0,4.927441511308971,3.3964965796165503
580,1,7,110,145,115,0,4.593843559149127,4.962431128223372
581,1,32,91,107,97,0,4.3303939749557845,1.248386209690699
582,1,2,62,77,69,0,3.8073679373992846,3.38117276849973
583,1,3,9,37,16,0,3.1390641038948703,1.8758616392311351
584,1,23,35,60,39,0,0.465473920213087,2.578067360438495
585,1,27,74,81,79,0,2.2734782453721043,2.4402224021885273
586,1,6,85,103,90,0,3.654659687435265,2.2922462833985886
587,1,0,54,101,59,0,3.9783896332392263,1.988579340943319
588,1,34,43,65,48,0,1.3426841915721126,4.14171808524404
589,1,22,43,72,51,0,2.8307105545857016,2.426689520042525
590,1,45,107,129,120,0,0.2297146282931689,3.13089761077947
591,1,29,58,79,64,0,4.647164376737609,0.7899175748708076
592,1,38,16,57,21,0,1.0115910319869985,3.4429594095575515
593,1,49,35,55,40,0,0.7948873145290969,4.663627813629621
594,1,7,115,133,143,1,1.2519463927455443,1.8592188382338288
595,1,14,89,112,93,0,1.981707834661166,1.5275462242211535
596,1,1,0,11,7,0,3.2774261419176747,3.518490198820221
597,1,12,87,108,93,0,0.663498960199933,1.13095430729703
598,1,20,110,132,115,0,3.4779855364402437,4.085545134566492
599,1,0,11,30,15,0,2.3885012071888263,1.1447343372952163
600,1,12,38,52,43,0,0.5160076660421292,1.8378084481130907
601,1,46,8,25,14,0,3.207880742584919,3.3856853895952206
602,1,0,44,73,49,0,3.05159619636909,0.8205827489532314
603,1,41,78,103,84,0,3.74134418187194,4.5994706232737705
604,1,17,96,117,99,0,0.4334401673299426,0.5023255623881939
605,1,5,101,113,107,0,1.7576782019156478,2.146943707559394
606,1,1,76,103,80,0,3.2231028409394886,1.240835135929161
607,1,24,3,47,14,0,1.4246040500316637,4.70639622548506
608,1,23,24,47,30,0,1.0272285907622098,3.0346343483597993
609,1,45,101,148,107,0,3.230848873204333,3.9190079978820886
610,1,44,81,107,87,0,1.9294278738179678,1.2054087780260492
611,1,38,46,87,52,0,4.443622640434539,0.06033506195554594
612,1,21,53,82,63,0,1.9341912441258873,4.194866514518126
613,1,5,98,110,101,0,0.863851560753805,2.355073129924125
614,1,18,118,139,150,1,0.06896712862645371,1.0787146925861708
615,1,26,64,86,74,0,2.533053021374635,3.1428534803028803
616,1,15,68,91,72,0,3.5090531931175817,0.4121390596232294
617,1,33,65,100,71,0,1.3873386786728004,1.5495344280832097
618,1,37,81,106,85,0,2.6819508644472916,1.9536575148417485
619,1,42,89,113,93,0,3.405278423546052,0.33057541810607494
620,1,24,55,71,60,0,0.28952972011565214,0.4310639919574466
621,1,19,94,105,102,0,1.546450319367631,3.708467545287771
622,1,34,20,43,26,0,3.5395030355904917,3.5074980561193305
623,1,18,92,107,99,0,2.615026813642041,3.914935507718729
624,1,6,34,56,38,0,0.6346530374056242,3.905619899684938
625,1,14,103,134,109,0,3.8571514524481234,0.14678125586401747
626,1,35,73,102,78,0,0.3193599456157403,3.561616241002477
627,1,4,63,97,71,0,2.2759888883971375,1.8006194776087665
628,1,26,13,47,18,0,1.8384388892840586,1.2755804051953907
629,1,29,5,36,12,0,1.1420221157662551,2.544124424553234
630,1,21,49,85,54,0,1.2227572517835172,2.3588229478886906
631,1,13,70,119,87,0,4.655800385785928,4.287425988739862
632,1,17,117,141,141,0,1.1225765690878782,1.241315916786216
633,1,7,15,34,22,0,4.129984977762664,2.8576798130872905
634,1,33,5,41,15,0,0.8967217513615283,4.021690097293783
635,1,10,99,144,108,0,4.384956190924874,4.330161149885761
636,1,37,47,63,51,0,0.4319276121665311,2.283730879722877
637,1,29,47,73,50,0,3.6978799336670902,1.2129199677678453
638,1,46,93,136,98,0,4.988935581319528,3.8794297797762756
639,1,25,3,23,15,0,0.7528318839660986,4.661987662689243
640,1,9,1,31,7,0,3.1797091975649443,3.467304031446524
641,1,8,94,113,100,0,3.7946457660683928,1.8813741523402179
642,1,31,53,76,61,0,1.0259718645294935,4.915578709474488
643,1,41,35,53,40,0,4.862796179836961,0.711867426024842
644,1,8,89,136,94,0,4.486437359657296,2.598796092460185
645,1,16,12,46,18,0,4.872773950841255,0.42451208758244763
646,1,29,72,88,78,0,4.09981445947108,0.37415242164938745
647,1,1,40,84,45,0,1.1838586737094825,1.3049546946180501
648,1,30,40,62,44,0,3.5036280316077106,3.6767643439118403
649,1,1,99,122,105,0,0.3734371790123986,1.0135631313961686
650,1,16,59,74,71,0,0.7770527566096835,0.821874903498841
651,1,8,26,54,31,0,2.6796227454501182,4.823173611251144
652,1,27,20,63,27,0,1.3250396345735411,0.5995677817769679
653,1,30,5,22,14,0,4.1319334396982486,3.484389916185382
654,1,43,45,65,49,0,0.741618986845497,3.555786991425558
655,1,0,22,38,30,0,3.385916884945359,1.3008339636061195
656,1,36,70,88,77,0,4.273006523110015,2.7797688077419416
657,1,25,15,32,20,0,0.5095367433092274,3.9690487138849884
658,1,19,47,79,54,0,0.6535761877198898,4.118367075941779
659,1,2,117,151,140,0,0.420197121140502,2.930593761012727
660,1,48,82,107,85,0,4.985807130652369,0.9887516834771659
661,1,34,103,117,113,0,0.4598931932850914,4.236377173265672
662,1,17,118,153,123,0,4.711403305120577,0.2531885045762805
663,1,27,87,114,94,0,1.974993441109597,0.1474114650014574
664,1,1,35,58,41,0,1.0735805298501333,0.9357555685558083
665,1,33,31,60,40,0,0.17324721865752957,3.095882744229479
666,1,1,7,20,14,0,2.0599610314808254,2.7534433260199025
667,1,30,113,137,139,1,0.686180085660324,0.9972890333329332
668,1,39,101,118,105,0,3.1537719441237773,4.010840413855638
669,1,0,69,93,74,0,3.909578834227125,1.795560549187825
670,1,11,49,61,58,0,4.563385082991835,2.5119662777187086
671,1,3,114,154,130,0,1.5943878366468978,1.0951009403654726
672,1,34,67,101,75,0,0.2929561513905926,4.957656617152854
673,1,24,12,32,33,1,4.998028734056731,4.86989930866751
674,1,2,117,149,126,0,1.3326350053284153,4.081425808043674
675,1,46,108,156,113,0,4.981960242532286,1.0970579302196244
676,1,18,108,123,113,0,1.7740231728257994,4.196111261529547
677,1,2,89,117,94,0,2.9625975459070637,4.0310511267969416
678,1,47,72,103,80,0,0.14103284863579535,3.502804016757091
679,1,7,103,154,110,0,4.741842530229452,4.18348420366668
680,1,0,4,18,11,0,2.7106230076049664,0.8777838383032538
681,1,42,61,78,66,0,3.008313932225441,0.099639949442763
682,1,7,22,64,28,0,4.032227066550014,1.7037952213338625
683,1,17,90,129,96,0,0.2977798142251703,0.7385600949305732
684,1,30,9,41,22,0,4.232404437895673,4.303347332957753
685,1,17,38,52,43,0,1.9779778117692715,0.5051608509034317
686,1,11,81,122,88,0,3.661760127123204,2.1843419146479115
687,1,19,88,143,95,0,0.8710133547776533,4.843714481665838
688,1,3,75,120,79,0,3.934958962977884,1.1161860699032122
689,1,39,16,26,23,0,1.5341161464897901,3.442492197994786
690,1,48,50,105,62,0,4.743940521106438,4.743490799249514
691,1,5,117,170,137,0,0.16191371463543713,3.011943337254856
692,1,5,119,142,143,1,1.1044762521850604,2.8277512306016024
693,1,32,40,52,48,0,3.7267166405099124,1.1899796257469846
694,1,7,93,140,97,0,4.108309027141549,3.3501228555702673
695,1,12,88,107,98,0,0.05697810147749005,1.0484214220024963
696,1,43,6,37,15,0,3.935100030453302,3.6020679399848414
697,1,12,52,77,59,0,2.0982661459260363,0.831692214479744
698,1,9,106,132,109,0,1.7561558464923488,1.8767378517027407
699,1,32,20,50,26,0,3.254847815567387,3.435802021085572
700,1,41,40,53,46,0,4.228812420122802,1.4745430655806508
701,1,1,48,63,54,0,0.3710020088332966,0.8505260157559535
702,1,32,11,30,19,0,2.7352312930611573,4.490620865599867
703,1,36,83,98,86,0,3.5225232329589575,2.1566166707293037
704,1,27,26,74,31,0,0.7855188866539203,0.5062890548666782
705,1,43,93,121,98,0,3.4859835190367856,3.610190522878378
706,1,42,6,33,14,0,1.4076153672263265,1.1877414247362283
707,1,15,46,61,54,0,4.199272524228255,0.767949672583671
708,1,5,76,95,81,0,1.472747244831074,3.3101011300493384
709,1,40,37,88,42,0,0.12867846365842872,0.8541609584611154
710,1,29,50,80,55,0,4.218845371734683,1.541767000588647
711,1,25,49,65,54,0,1.3250219855881062,3.209331912701056
712,1,16,33,53,46,0,1.847008324659725,2.2288763539722907
713,1,2,7,19,11,0,1.1312114014133345,1.3428099663647481
714,1,33,69,102,77,0,0.42853655919958544,1.7189569327302334
715,1,4,107,130,110,0,2.9486322115180172,2.768009530789544
716,1,4,110,156,115,0,2.0931603746722525,2.6775720598946484
717,1,13,10,41,15,0,4.408269347088114,2.381311405407343
718,1,18,66,119,71,0,0.17364246778568126,2.8560996763577706
719,1,34,57,74,71,0,0.7372382700548269,4.746274082257925
720,1,11,16,32,33,1,4.8608243916887846,4.042303606596816
721,1,37,105,136,110,0,4.941399681684579,2.176966227662536
722,1,18,117,153,128,0,1.2894317999388827,4.554022428657971
723,1,16,41,86,49,0,1.9404957650737535,1.9867749717851795
724,1,28,100,129,103,0,2.2907859056130757,4.367331266863785
725,1,9,53,61,61,0,2.612810052249046,2.0979691711261435
726,1,13,12,41,19,0,4.624640833796367,2.8134187973866127
727,1,11,33,62,37,0,4.400678923125161,4.389467813480274
728,1,5,22,31,32,1,2.8601161989928094,2.365233079994681
729,1,8,51,65,55,0,3.0912224430089914,3.4040643160664006
730,1,15,60,106,69,0,3.4525687708548936,0.24645487762055607
731,1,31,38,60,44,0,0.1011644429663594,4.086929626526388
732,1,0,111,127,117,0,4.291173916167871,3.424260135673634
733,1,39,105,124,116,0,4.871097123016552,2.2155530666571446
734,1,42,56,75,62,0,3.0248956622762533,0.4464342515146613
735,1,28,111,130,116,0,3.70472399460004,3.7974664761312833
736,1,0,39,64,45,0,2.576348513047784,0.7948622131950023
737,1,34,112,136,116,0,0.678249105085299,4.256476704935961
738,1,43,107,120,122,1,0.9638172341577911,4.164649665382757
739,1,28,90,108,100,0,2.2822433356404033,4.590155346705581
740,1,46,81,113,86,0,4.117531458445581,2.525631874685819
741,1,33,57,74,65,0,1.2096904729480578,2.4439336953328397
742,1,3,20,57,24,0,2.934401242112134,1.7487995082232728
743,1,11,36,47,43,0,3.7448056724246666,3.4442526880797715
744,1,21,27,66,46,0,0.8145370279931025,2.8612903051015035
745,1,16,52,82,60,0,3.3884762304548537,1.3454178963447854
746,1,2,60,100,63,0,4.835691778643903,3.410998657677247
747,1,35,32,58,43,0,3.005709752472669,0.042318635574356556
748,1,30,35,59,41,0,3.5637024405235214,3.546840982241195
749,1,7,27,56,33,0,4.257930865463212,2.2949900944530484
750,1,6,74,87,79,0,2.603189491641179,3.1180304809344013
751,1,5,36,44,40,0,2.8072855862730037,2.9688627127204126
752,1,46,35,55,45,0,2.4086920940815304,1.6814182694390771
753,1,0,114,136,138,1,1.3057345396324842,3.5554688778589587
754,1,5,115,134,127,0,0.7496464817707826,3.8273719415181158
755,1,15,92,109,102,0,3.302651618405645,3.403778751936909
756,1,15,53,87,60,0,4.9873454978914795,1.2971313635599446
757,1,31,73,118,80,0,0.17659502413212125,3.5403447968793555
758,1,3,68,94,75,0,3.6327493829045174,1.1118159698813446
759,1,8,64,79,68,0,4.532632527525274,3.3593423798120443
760,1,30,23,44,26,0,4.203193472982,4.382473921710552
761,1,12,103,126,109,0,0.6397206984802667,1.2932592528010396
762,1,13,83,103,90,0,4.7346169009697565,4.497955789254325
763,1,26,53,79,60,0,1.1166396269280432,4.357161160822408
764,1,43,59,103,66,0,1.8584121488243055,2.9278534760345187
765,1,18,74,110,78,0,0.26838477203225186,3.1719837182601767
766,1,0,15,59,18,0,2.3610984120304157,0.9727190248846029
767,1,47,111,143,121,0,2.6491925231499875,2.065536270069404
768,1,32,72,121,77,0,4.9617392644396645,1.7133494246450005
769,1,39,23,52,29,0,0.7161207614981924,4.311969716685581
770,1,19,40,62,45,0,1.6631472345826315,4.933201863498399
771,1,27,99,111,103,0,2.2602661428424664,1.0469118416753886
772,1,28,11,27,19,0,2.447885453150082,3.8178458355274962
773,1,9,61,77,65,0,3.167437703512971,2.016967401989752
774,1,8,1,47,7,0,2.668913014211291,3.6532953520529494
775,1,20,80,102,88,0,0.9528835497020227,3.38374070838555
776,1,3,16,30,20,0,3.4676237358519857,1.7217488703166044
777,1,6,38,86,41,0,0.8351009363415468,4.119219148372052
778,1,11,43,71,47,0,3.639159557234064,2.981849593077512
779,1,8,115,149,123,0,4.977362049139642,1.7136641962877996
780,1,2,117,153,131,0,0.9421301694543471,4.740421768534714
781,1,5,16,27,22,0,1.1420914241791276,3.6358441406816064
782,1,42,46,77,52,0,2.948464173996208,0.8449237094507356
783,1,44,32,64,51,0,0.18681713846297632,4.382720687997381
784,1,19,84,101,90,0,0.24293480790868627,4.973401168285324
785,1,27,56,87,63,0,0.24117528236470176,0.5789491316965056
786,1,34,26,55,36,0,1.2636914653478688,3.509341074270274
787,1,23,12,38,19,0,0.046522740316258804,2.104357282134316
788,1,7,53,86,57,0,3.1139888840032492,3.503631731017065
789,1,22,36,44,42,0,2.5579239323275615,3.0884897752752365
790,1,41,99,109,108,0,2.488695315966258,3.0450090467836475
791,1,12,20,35,24,0,1.7896091827540377,2.0487811526414452
792,1,48,61,74,69,0,4.551783137310072,3.441019577276868
793,1,27,14,66,20,0,0.06374700634304897,0.445014197635652
794,1,17,65,80,73,0,0.7457224633338305,0.4504133678796224
795,1,13,58,101,68,0,4.52389691978291,3.221683957843493
796,1,24,104,118,112,0,1.3206251138552039,0.2504009790647366
797,1,22,86,99,92,0,4.2612434286835486,1.8010733202694391
798,1,38,5,21,16,0,0.47499235165290143,3.7910200242061913
799,1,10,45,97,50,0,3.31677513745422,0.8525613817818767
800,1,31,47,84,54,0,1.3415469929008013,3.6653397266921144
801,1,40,58,76,64,0,0.5691599995187485,2.0012511298920934
802,1,46,53,82,58,0,3.44951215575157,2.391225054856356
803,1,44,92,108,97,0,0.8338936460411756,0.6625578811827998
804,1,31,61,111,66,0,0.5185655286918472,4.556133806360896
805,1,27,45,74,53,0,0.9063028026865105,1.898753895579438
806,1,7,114,134,122,0,4.399751232509929,3.6363931735398087
807,1,31,5,22,14,0,0.5646873968688371,2.0564213186758713
808,1,19,67,100,70,0,0.06180106492967019,4.3416613592926
809,1,15,85,133,92,0,3.6188677163799188,1.119924596618695
810,1,45,12,40,16,0,2.6155158761233697,3.5029009214877718
811,1,5,86,106,93,0,1.242884974253538,1.7287474372875185
812,1,8,78,91,84,0,4.195165106148936,2.7917211835109397
813,1,22,63,92,68,0,2.5278378594236663,2.3464446832191626
814,1,41,42,75,52,0,3.7571500052380546,1.603169077668034
815,1,45,48,65,51,0,2.534646660935376,2.7524778486533954
816,1,49,73,101,77,0,0.3941529787739584,2.2209443822972954
817,1,1,63,83,71,0,2.23534059956899,0.5935342602681642
818,1,30,71,92,78,0,0.5132166074007621,2.0616927383777472
819,1,41,81,99,88,0,3.95891642586154,4.815856241400024
820,1,20,43,59,56,0,3.272979917804687,2.281039616106269
821,1,48,42,72,54,0,4.082943432886828,4.221587198021262
822,1,43,46,64,59,0,2.999755757791313,3.5832903406458794
823,1,5,0,17,10,0,0.48718511161654987,3.2945512690300904
824,1,41,13,23,20,0,2.738452908470671,1.8694518023020046
825,1,21,95,115,99,0,2.462110710905834,4.109193299593631
826,1,4,15,60,19,0,1.2714465562571498,0.9796073357590807
827,1,43,24,46,40,0,1.0779475218447299,4.122770718538031
828,1,15,81,134,86,0,3.7857467090513683,0.2325018095458492
829,1,47,58,89,72,0,0.6160959516519743,4.458771774564109
830,1,49,67,95,73,0,0.6731800721531639,2.494143210513056
831,1,28,61,102,67,0,4.676541404158263,4.194080553394582
832,1,8,104,122,111,0,3.459088563120156,0.8682513509129974
833,1,30,41,64,49,0,3.287609055658654,3.0308038697650974
834,1,11,88,108,96,0,2.093323729168652,3.044968467798465
835,1,9,37,56,48,0,1.9893499822763179,1.714294030163126
836,1,5,113,137,117,0,0.690900028226728,3.0126222483819083
837,1,3,40,67,45,0,4.215372156407472,2.7390298567975884
838,1,27,79,108,87,0,3.1629164225363193,1.004445411626722
839,1,18,90,109,93,0,1.7264679044929054,3.361868565256585
840,1,8,41,70,51,0,2.519467195216248,3.4715598686366316
841,1,40,73,115,78,0,1.761189012314387,2.401849611953134
842,1,7,68,87,71,0,3.3712174276958673,4.4693300068896
843,1,22,3,22,11,0,4.04152389663348,2.6136499310460115
844,1,24,96,119,100,0,3.351270893834709,0.999512086323584
845,1,18,7,31,14,0,3.4169516433239355,0.7321419507034799
846,1,33,45,79,49,0,1.0200045166013365,2.705860437166183
847,1,46,71,118,76,0,3.080544168801433,3.3776300675977944
848,1,29,101,120,109,0,1.9444333105383615,2.554611518394469
849,1,14,48,82,51,0,3.464680376071243,0.23489940637666018
850,1,32,70,88,74,0,4.879113610280632,1.5632699044731706
851,1,29,110,151,119,0,1.0154361136466894,4.34424980658758
852,1,7,82,112,90,0,4.557431885368693,3.5231453444639387
853,1,40,99,117,105,0,2.7330756835062067,3.0169348864432077
854,1,38,87,101,91,0,1.4708886090224578,0.8871294924413159
855,1,35,5,34,15,0,3.6753974301310945,0.5967690563648276
856,1,41,108,125,119,0,1.3211979765469777,0.8046442487830685
857,1,32,5,23,15,0,2.331656691047895,4.687472252354238
858,1,23,80,108,98,0,2.984401660071888,3.8683047492944396
859,1,5,70,101,76,0,1.5057740915771922,3.9495409120871496
860,1,17,23,52,26,0,3.538407806972377,2.626975335924402
861,1,22,68,88,71,0,2.5257017522815794,2.0796562188521084
862,1,18,42,58,46,0,1.105990405507264,1.0667690509309797
863,1,5,67,95,72,0,1.0922264289225736,3.7632784477725845
864,1,15,1,21,13,0,4.1184420046260115,4.905665988076483
865,1,26,78,118,84,0,2.2283362314234623,4.52248229243846
866,1,36,41,75,49,0,4.794484080369667,3.41275680384264
867,1,48,69,90,77,0,4.724938352159188,1.9293796739202196
868,1,36,47,77,54,0,4.556679633143091,4.110545321199831
869,1,42,114,140,119,0,2.22778448785859,0.21925830455250872
870,1,38,21,72,30,0,2.5694735006371676,4.74105909824209
871,1,30,26,54,35,0,2.666029110823966,3.1346653798770836
872,1,40,106,123,114,0,1.0658756593223977,3.427025915094072
873,1,31,95,116,99,0,3.2328057965917267,4.698755557541567
874,1,2,11,21,18,0,2.2961261763002083,1.658576877336439
875,1,8,73,112,76,0,3.9710739348794517,2.790421026589054
876,1,22,51,66,56,0,2.0381638924789653,2.2556283187202086
877,1,4,0,29,9,0,1.9475093362219158,0.5915288081330944
878,1,39,5,28,16,0,0.3161879537984946,3.729755155206025
879,1,4,37,57,44,0,1.7885006937402392,2.5141847545704072
880,1,1,118,142,128,0,3.032829205934153,1.4075872214613194
881,1,41,20,45,30,0,4.110611850795268,0.15409575678362208
882,1,10,108,138,113,0,3.7337695580345596,3.9838521852152278
883,1,5,117,161,123,0,0.7203776872924156,3.3864452275253125
884,1,37,111,137,121,0,4.7869582455406,0.05575103884652932
885,1,23,50,72,57,0,0.20886570233962787,2.8635929747169793
886,1,4,115,137,125,0,1.523455761747542,3.741482933663967
887,1,6,65,75,71,0,2.0632724801312397,3.229657517800437
888,1,31,24,37,27,0,1.1039398467870398,4.17374183434031
889,1,13,70,101,80,0,4.256938612127371,4.661849327015743
890,1,31,32,52,36,0,0.36572286079275096,3.358426245576246
891,1,48,85,107,90,0,4.757699531720986,1.7856917950591122
892,1,1,24,45,31,0,1.4256857193826056,0.34904442355478515
893,1,20,88,114,93,0,1.6417303910979042,3.2971112543968664
